target,text
0,Turns out the port was cursed. 
4,@britesprite We need to meet up soon since we are basically neighbors. 
4,"Hmm...? Tired, got almost everything ready..cant believe school is ending, then off to high school "
0,i have two kittens now. white and black. miu has a new child. i dunno how to named it.. any cute name for them? 2 names  for cats
4,@titi_215 Groups coming on the 25th &amp; 29th. All I know so far. Greet them at Fort Dix or play hostess at PHL airport. 
0,I leave for 10 minutes and I'm already replaced 
4,"@McPamy No not today, I feel like yoga "
0,one more day 
0,my neck fucking hurts..              whos down for BC this week.??????
4,Goodnight world. Have an appointment with Mr. Sandman. 
0,"Oh God, please please please help me get out of bed today... I soooo wanna chain myself and my pillows to bed and just sleep all day. "
0,wishing i had someones hand to hold. 
0,Exhausted. Now time to deal with my crazy family. 
4,Just woke up. Shower time. Everyone will be here in a little bit!! 
4,@craig_bucknall yea i have issues hahaha i love mexicans i was messing about dressing up  just a regular everyday arab princess really ;)
4,Hey everyone. 
4,"stoked about life   this world is wonderful, finally."
0,"ughhh, wishes she could watch the awards  i hate math !"
0,Dang it going to my moms creepy we speak in tongues church today for mothers day wish me luck 
0,Thanks to my cuz for pointing out my typo - it was a large lager I was drinking at lunch time. Now stuck fixing a bleepin computer 
0,i have a lot of learning to do!!! english 
4,@paulshore01 Just break them and you get an MRI overnight. Worked for me 
4,Peeing a river! Ahh my best game of beer pong 
4,@Pj_Lang doing whaaaaaat 
4,@gdiaz1435 n thanks for caring  nobody has really said anything or asked other than jessy
0,"Yay its that time again MTV Movie Awards, looks like some great entrys ! Somone link me to more info on it, cant find much "
0,just woke up with cats everywhere. and now I am having an allergic reaction. Im allergic to cats that love me 
4,"*YAWN* I just ate some pretzels, and they were super good. "
0,Twitter is crashy tonight. Keep getting gateway errors 
4,--smiling at the current treading topics tonight.  #NSW  #QLD  #origin.    
4,@sharonluvscats I will!  Am working on a BEA wish list post now 
4,"@simonrim i work about 30 seconds away from jesmond dene house, its gorgeous isnt it "
0,"going to school now with my completed homework. AA after school, TFBC after that. Period finally came! so no gym today "
0,7:11 am  not a morning person! 
0,Ok time to get ready for 2nite 
4,@BrianViloria  ohhh so P.Diddy finally got a ticket...  this morning on Ryan Seacrest radio station he was still looking for one! ;)
0,@ddlovato why do others have to leave? if they are real friends why do they forget? 
0,@eddieizzard thats right the weather in La is not great!!! It has beeen cloudy or should i say hazzy for a couple of days now!! 
0,"Oops, they don't open until 9am "
4,"@jaithemon you are sounding like a bot now  if I didn't know you already, i would have already blocked :p"
4,"Going to bed, listening to the rain on the roof. Ahhh bliss "
0,@CeleBritney aww so u feel my pain huh  I mean I came back up but it's all dunks &amp; forces now &amp; some 1s
4,"@joeymcintyre hey, we're chatting with Rob "
4,@HoffmanRobert Your such an amazing dancer and actor! Keep it up  x
0,"@millionsbyname I KNOW!!! i kept bugging dullemarulle to help me spot you, because WTF. i wanted to squee with you over jared. "
0,"i love looking at old pictures and watching old videos, but i feel a bit nostalgic "
0,"Had far too much wine, which has lost me a chunk of the day "
0,"@coldplay oh haii coldplay. Your in my city, but I'm not there  boo"
0,Last day in Indiana for awhile.  home tonight for Adam's party and going home to visit me Dad snd friends in Florida tomorrow!!
4,@xbreathexgx no your not. Your better 
0,@Vixelle awe  well I guess I'll just have to get her a new toy or something hehe...
0,@Burkazoid Damn all you guests on it !! It's dieing and F5 ain't bringing it back to life 
0,i really wish i had more money in my pocket that i do right now.. wait i dont have any pockets right now... FUCK MY LIFE.. 
4,Tetris was very cool game for me when I was a child 
4,@BarbaraBentley I am looking forwrd to it! 
4,thanks vanj for catching me.  http://twitpic.com/7j5y9
4,just want to say hello to all my followers 
0,@PortlandUK  Hope you don't get let down again.  
4,@djbertface ... Me too!  so i know how difficult it is... Sorry friend!
0,i'm super sad. I don't wanna go to work 
4,@cow_grrrl Morning 
4,good morning twitters! or should i say GOOD AFTERNOON? haha 
0,@kayteesays  Sorry to hear it.
4,@camilleramos electonics and communications. Haha. Hopefully to pass all the subjects 
0,U r right.  Ever check out idealist.com? @xparanormalityx
4,@Jirad13 made a beautiful dreams hun 
0,"Rain, rain, go away...it's June, not April.    This is messing up my summer."
4,"just got back from the absolut factory..  have a big cut on my leg from my earring, but my brothers making pancakes "
4,What do you hate about your iPhone? I want to help...and not just 'cause it's my job    http://www.kryptonproducts.com/
0,@thehypercube nothing because I can't go to them. Poor wpg 
4,@tdawson  work! Like usual. It's my normal weekend activities. I'm not into going out.
4,@WorkingWriter It's a Sunday tradition I'm trying to establish. 
0,Ugh. 3am. No more 5 hour naps for me. I'm never going to get back to sleep! 
4,i guess cinderella found her prince charming 
4,Well - that's for me today. Thanks for your eventual time and gute Nacht 
4,"@ManyaS @LightGroup Have a great week, see you at #bnblv in #vegas Pls let us know if anything else is happening. "
0,back in school again tomorrow for the continuation of our enrollment!!!!! 
4,making a &quot;photography inspirations&quot; scroll box for my profile  watching degrassi
0,Am very boredd.. 
4,Woken up to a beautiful sunny day here in NL.. Let's make today 'garden furniture shopping day.'. 
0,@iamalivingdead você que é inteligente demais 
4,The Hangover. 
0,I really hope these pain killers kick in soon 
4,"WOHO, French Open. Federer vs. Soderling. Who will win? Follow me, you won't reagret it! "
0,very tired and anxious 
4,"Apartment is starting to look like a real home.  Can't wait to have little puppy running around, ruining everything I'm working so hard on"
4,@DonnieWahlberg you are very sweet to post that for your Aussie fans!  
0,@clurduff OMGGG I DLED IT AND IT'S REAAAAALLLLLLYYYYY GOOD!! my fave is deffo &quot;what if&quot; ... i have britney porn followers 2 
0,atgh seriuosley i want to see mcfly again this tour 
0,Why is twitter dead today? 
4,@TimmyGotSoul they just don't get off much.  I learn what not to do on there 
4,"@leftwanting me? a margarita? YES, PLEASE!  @sarah_marina I swear I have bi polar! LMAO."
0,my neighbors are way too loud on the weekends. 
0,watching the final episode of boys before flowers 
4,Afternoon twitter Family 
4,"TGIF  i know i just came back from the caribbean, but it's nice to have another day off "
0,@angelzilla I know and that makes me sad  I dont want him to grow up.. Clearly I need a baby with downs that lives at home forever..
0,@ashleegaston deal with it anymore. so yeah. last night he went into total meltdown. i only found out today when he was released 
4,@TotalGirlph can we post the pics with (you know who) already?!?!?! please. 
4,going to my aunts 35th birthday later  i love her to death &lt;3
0,its 9:27 am .. im in my friends house .. we have to work 
4,"@Jasmine Hi there jasmine, you know what I Heard about you in Animax that you registered on twitter and I Liked u to know that you rock! "
0,misses Vegan food 
0,@mynameismoe that is one of the most horrible things i've heard in a long time... 
0,is trying to find a solution to this current situation. 
0,@hirise_stories oh shit I totally forgot! I might have to miss t2 cause I don't thunk I can catch him another time to get your thingy 
4,Good afternoon everyone 
4,"What a good weekend, I heart my friends! "
0,@huera713 aww his phone was dying 
4,i love the fact that masterchef's credits is &quot;hot n cold&quot;. 
4,@krajczynski Class I forgot about that. That's going on the site! 
4,@kevinyabes YOURE TRYING OUT?!?!?! 
0,@sgBEAT:kwanghock @Valkyrieslife @kahhongtay @jeremy89632 it is the Hao Da Za Ji Pa?? I miss the food there so much?? 
4,"@ALauderdale Thanks, right back at you! "
0,My throat hurts sooo bad from the surgical tube jammed down my throat  Amies coming over to take care of me
4,@twigglesNtrunks Sunday  more cleaning &amp; organizing today
4,Good god this soup isnt eatable lol i know yhai use lemongrass but this is just to much lol  XX
4,@whittneyraye aawwwww thank you  i just blushed///
0,@lalaloversyou I'm goingg to miss youu so damn much 
0,"Just played ping pong competition,, and, and, I lost in semi-finals.. quite sad "
0,can't answer a question about were I'm from and drop a little bombshell - one of the people I follow has his direct messages turned off 
4,Just got up.  Reading all of my feeds.  
0,@rob_alexander - im not that bad ! haha ... but i do miss them  hehe
0,has got homework to do 
4,@SouthernHorses Yes! Peppermint essential oil! 
4,@MuhammadAdel I guess that's one option 
4,"@enia59 Oh goodie  Aw, I should try Rita with some, but she only ever seems bothered about grapes lol xxxx"
0,@KatyDe I'm sorry your job sucks so much! 
4,is soo HAPPY !! i enjoyed watching &quot;drag me to hell&quot; with my love ones 
4,@ComedyQueen no idea. Just woke up early is all 
4,i love ashton kutcher!!!!!!! but i love my kids more!!!!    aarrggghh still at 6! waiting waiting waiting for ashton.
0,Oh and I found out that my I580 cell phone won't tweet. 
0,"@joshk Welcome in advance to Texas. We don't get a lot of attention down here. Be careful, tomorrow starts Hurricane season. "
0,@jazziross it was a good year to be a Cavs fan thats for sure. If we cant find the right talent to put with LeBron... it may be his last 
0,@aimeeCH i stopped it in year 9 and then started my gcse in year 11 and got an A so i thought i'd take it for AS lol! one year  :/ xxxx
0,http://is.gd/MQM2 i named 116 pokemon and barely got 111-151 . can you tell i never did anything more than brutally overpower my starter 
4,"Hello, house at the delta, I told you we'd be back! It's so nice to see you again. "
0,"Tomorrow is going to be the coldest day in the year!! I'm afraid!!! I don't have any cap, going to buy one with mom after I work!! "
0,got a 1770 on the sat's 
0,@mugluf I dnt know...  oh i myt and bye xxxxxxxxxxx
4,@twilightfairy indeed! for so long monsoon has been defining our lives..err..atleast our economy's  #monsoon
0,"@de_ceptacon anobs i was looking for you last night  i asked pa sina zita, &quot;maia's still upstairs?&quot; HAHA"
0,Poor monty has fleas 
4,@apacheman tell holly-bird hi 
4,"@twinkle47 i am tryin to improve my will power.its been there since thursday and not touched,lol "
0,really fucking stressed; do not want to go job hunting. 
0,Am trying to get through the pilot of the first season of friday night lights. Oh gosh  Pass the tissue...
4,@nikfourpeace : lmao yesssss. 50% off all items  get it !!!!!!!!!!
4,now we are in taxi and we go to shop 
4,Up was a great movie!  New favorite~ Still out with friends. x_x; XD
4,"@redallisonblack hey allison, just letting you know you have fans in the uk! feel special haha because you are "
4,@DEBERRYBEST THANK YOU! 
4,@UlunkJoesandy oh. haha. ) I don't exactly know if who they are. lol. ) But it's all good now. 
0,"@shaggieshapiro Anyway, I was just trying to make you happy. "
0,I can't believe the weekend is almost over 
4,@lancearmstrong He's so cute!!! Wishing the proud parents all the best on this little bundle of joy! Congratulations!!!  {hugs}
0,@oh_panda OH baby girl! Are we dying or are we already dead and in hell? I never can tell 
4,Goodness I'm sooooo tired. But from tomorrow through the weekend it'll be funn! 
0,Trying hard to pull another 20 Graded Unit marks out of my arse 
4,Loving http://ohmyscience.org/ - replace 'God' with 'Science'. Praise Science! Science help us! 
0,sigh.. Im so tired n my head is pounding n I can't take it anymore but I have to do it all of it again go back to work  I hate it
4,@sheridann season 2.  but theres bits from season1 in that video.
0,"@xtopgunx i'm not even sleeping, fgt.. i'd come cuddle with you, but you locked the door. "
4,@KayleenDuhh Okay  He like widens his eyes in your direction 
4,Happy Friday!!  It is a beautiful spring day here in Michigan!  LOVE this weather!!   Sunny &amp; breezy &amp; 70 degrees!  Let's Go RED WINGS!!  
4,"is going to bed, working 7-4 then going boating with the boys "
4,@chloml that's one cool collection 
0,@DinahMaria Thank you! Last time I tried to change my pic twitter left me with no pic for like 2 days  So I'm sticking to twitpics! lol
4,@mistahfab  big ups for showing yo mama love...thats wassup
0,Poor podi has been manhandled all day 
4,Back from a quick latenight reunion 
4,Swag surfin early in the morning 
0,not such a good day today 
0,"@ahr19 Yeah, I'm behind on my classic cinema calendar-making. I haven't had time to go see any anyway. "
4,"@dle90742 not boring, just making jealous  gorgeous sunset!"
0,It didn't work 
4,@Schofe afraid of soup?! seriously!! 
0,Rainy days and Mondays always get me down 
4,#followfriday @rosehwang a positive shiny sparkle in the crowd and an #awesome friend  great person indeed :]
0,The Pinkpop photos are gone  it was still fun though!
4,"@23graeme23 technically, neither marketing or self-guidance have anything to do with trying harder! And I don't follow back people either "
0,"Just watched Saw 2 with Teddy, ewww.. horrible "
0,@Ashmona12 good morning! I didn't sleep worth crap! Its Sunday already? Where did my weekend go? 
0,confused with twitter 
4,"@_keytiramen n its great your good to do it yourself.$15 keep on your pocket,haha "
0,@jamesh_1993 Thanks. Thats not working though. I want to take someones head off and slice it up or something. I feel tired and soo cold 
4,"@diamondhead94 LOL. Enjoy your grains, nutty. "
0,Can't unlock stupid Wolf on SSB 
0,Need to catch up on some work... But it's so nice outside 
4,@ktbeeper thanks  that'll be nice 
0,IM CRYING  i found out something shocking and sad 
0,plays too much warcraft  waaaay too much.
0,"@hilarylyn Oh wow, well that's closer than the rest of us have been , lol. Sorry you had to go through a waffle house ordeal though "
0,"Can't believe the Mavs just dropped three games to the Nuggets. Well, Mavs. Do or die time next game. "
4,"and i can't wait for that to happen... soon, very soon... "
4,@Motmunter I knew that   my dad made us watch the one new footage first- it was the same footage 
0,still cries when the Sam dies in I Am Legend 
4,hopeing to have a good day with the hunnie  ...hope he wont be bored
4,I've watched spongebob now I'm going 2 find a gr8 coffee spot! This didn't even feel like a public holiday 
0,I miss watching csi: miami marathons 
0,hmph.. i really want the chart show podcast with mcfly in it 
4,@DeAnn: &quot;mornin'  @storylet@djwttw:  &quot;take my money and my cigarettes.&quot;  no one quite like Byrne.  this is a ... ? http://blip.fm/~78nvu
0,@quatloo nursing shifts  very tiring. 12 hours of not getting paid lol.
4,"@babymridul You don't need a salon, you need a saloon http://bit.ly/Tt0SA  "
4,is going to have breakfast. ill tweet back in a few! 
4,Leaving Alcatraz &quot;the rock&quot;  awesome place everyone needs to check this place out
4,I had a great alone time with the Man.  
0,I know. But still. Ugh. Work. 
4,@goodonskis  well done you 
4,had a carnival at the beach... these girls in portugal have no shame... haha well probably last day here! good bye cold beach  haha
0,Sitting on the porch watching the birds at the feeder with a cup of coffee....then off to show houses....on Father's Day 
4,@xox_Hannah_xox it was 
0,I would KILL for the design job in California for Disney!!!!! 
0,oH nooo! the rain it´s gone 
4,just got homeee. need to revise  me and charley just recorded our phone call. sooo cool 
0,Just sitting on my pc and have to work @ 6 a clock 
4,morning twitterville  how ius everyone today? Hello new followers nice to meet you 
4,@obkstm msn..... i have it 
0,"@kjbrown13 know that feeling we got new neighbors last year and they are not what you call &quot;friendly&quot;, liked the people there before "
4,@dneez310 yeah I'm pretty good... Still learning! And sleep well... We'll talk soon 
0,"did yoga (dvd), made breakfast (melon, poached eggs, english muffin with homemade jam) and played 10 sets of Wii tennis. Rain today "
4,@NicJudd am i following you now? 
4,Loves to tweeeeet 
0, I'm So Bored It's Unbelievable 
4,@NathanFillion Right now the weather is gorgeous and looks to be all weekend. Shorts n tshirts n bbqs this weekend  It'll never last tho'!
0,school sucks but summer also sucks cause u dont see ur friends alot 
0,Really missing @tommcfly  cant wait til the boys are 'all ours' again xxxxx
4,wishing I had a phone with a ringtone!  xx
4,good morning @daheavyhitter !!!!!!  ima get off of here so i dont have to hear ya mouth! lol...just had to do my early morning shoutouts!
4,@minx100 good stuff  I'll be posting up to #huddle on Monday / Tuesday :-p #tweetschoolonline
0,They pulled fleury. 
0,June 16th is way too far! 
4,Some Kinks for @Hive76   ♫ http://blip.fm/~7fknc
0,@amieewhitney Gonna go to bed soon  but if you want to vent I'm here &lt;3
0,can't sleep...  looking at recital rep...
0,Noticing Twitter is a lot quieter than is was even this time last month. Hmmm. thinking half my buddies got bored and jumped shit already 
0,"ughhh, getting out of bed when its cold is so hard! where's summer? "
4,"some of these sketches are alright, im pretty happy with them, will scan tomorrow and show you all "
0,"I'm up, but it is way too early, I sometimes don't even get up at this time on a school day. besides that, I like had 4 hours sleep,  LOL!"
0,I have learned one of the very sad facts of life... I am allergic to Murray (my cat) 
0,@CeuroK haha my night's going great too bad I've got work in the morning..  gotta massive headache tho.. too much excitement on this side
0,"is burnt really bad, really bad... "
0,@timothylebron it fooled a lot of people! even professionals-http://tinyurl.com/n4mcvm they wouldnt be allowed to be so take such a side 
0,"@sauce_pot yeah im here for a bit, got a load of gigs to do, missing ibiza though  where have you been? any craic?x"
0,@britteliz nooo i didnt forget. I had an unwelcomed late night visitor in the middle of a life crisis or some crap. had to calm him down 
4,#followfriday @aileenwilliams  Thank you 
0,@ScorpioEyes10 I cant see it... 
0,Woop. Most of the day off tomorrow...though i have to go in for 3.25 for twilight 
0,"@andij yah, but PITA to soft unlock and only good for SD. Not sure it's worth it "
4,@DaRave Oooh. I like your new pic! 
4,"@CathyBrowne When people ask me why anyone would use Twitter, I just stare, dumbfounded. It's for learning where you should eat, duh! "
0,"@pigslove55 a que bonito, you gals are having fun without me. Boo! &amp; a tear too "
0,@that_kat Havent got a clue what to do about garage.. will have to enquire with locksmth?? as its MEGA old!! 
4,"favorite song off LVATT? i can't pick yet. give me time...  but right now... crap, i really can't choose."
4,"@nikkistarshine @cherielovee yes he did, and thanks feel better darling "
4,@ajayrochester DO IT DO IT DO IT DO IT DO IT DO IT DO IT DO IT DO IT DO IT DO IT DO IT DO IT DO IT DO IT DO IT DO IT DO IT DO IT DO IT 
0,but i dont want it to be 1am already. Vacation is over. 
4,@sc430girl @CiaoBella50  I love your Dave!!! I wish you could clone him   I'm hungry so let's meet at  DD...haha..JK!!!
4,"my car overheated again, yay! pms-ing like whoa.. step back. "
0,is realllllyyyy tired 
0,is starting to get sore 
0,@thedrewness. I don't get nothing 
0,@marcussimon i didn't realize today was the day! i forgot to donate  we are missing our cousins!
0,@Ashlee_Miner ok  well wednesday for sure. And she just left for work and I don't have work till 6  boo
4,@charliesaxton Hey Charlie! Your mom was my acting teacher and I've just been following your stuff on IMDB. Keep up the good work. 
0,Didn't get to ride tonight because of a massive T-storm   I have some make up work to do tomorrow!
4,Church in the morning. Better hurry off to bed before the sunrises and I've went through another night with no sleep. Goodnight 
4,@aplusk  wow!  If you think that's cool you should see what my program @ NASA works on!!! Amazing shiz  
0,Textinn on this itouch. Urghh confused 
0,Hitting the sack. I ♥ U all! Hope I don't oversleep. New alarm clock. I hope it helps... 4AM isn't that far away 
0,Getting ready to partay lol.. I swear I reached narnia in the back of my wardrobe and still can't find anything I want to wear 
4,"@uncleenore Great suggestion.. I like the nap part too   Re: canoeing into the sunset - is this your romantic side, Unc? You sweetie, you."
4,@cuteater направо на коктейл 
4,@mileycyrus and also my boss is letting me come home early just so i cant get my tickets!! good thing i work on a farm with a cool boss! 
4,"Off I go to Hundested. Big family with random homemade beer. Good stuff! Still... I just have to read - now for english examn, wedensday! "
0,@ChrisDevaney.....i know  Its hard not to be.
4,"@mileycyrus http://twitpic.com/67a0q - Mileyy, Mileey I love youu! youu are the best singer in the world! andd you�re so cool! "
0,"@Sweetness317 Me too. I don't wanna, but I gotta.  "
4,"It's a Blaqk Audio (waves at @shyboyswin) day today, methinks. So exciting that they're working on new material!! "
0,unpleasantly sick 
4,#musicmonday - follow us if you're a fan of McFly 
0,"@James_Yates did you buy your iPhone, coz I want one  but I'm 14 so I can't afford it :p"
4,@unfolded73 Happy Birthday 
0,@curiosity_shop hey why you haven't followed me back kafey ? 
0,"@Ablanchetjr come over boo whenever you can and we can nap together, i've been sleeping on my couch and missing you   muah."
4,"I nailed the final, I am stating again FINAL exam (for this year)  I am smelling A Dinstinction :p"
0,kinda burnt my thumb while BBQing....not good... 
4,I could call you a sell-out but that would be a bit HYPOCRITICAL 
0,surgery tomorrow 
4,&quot;feliz dia mamiiiiii Te Amooo! Dios te Bendigaa!! GRACIAS!&quot;   -  Jackelin Celedon Mares  from Facebook  - Her Spanish is better than mine 
0,Feel so empty right now  and upset about my D.R. Trip. May have to cancel it
0,Not many tweets this morning  I guess everyone's with there father's going with mine in about 20 minutes!
0,rawr i have like no voice 
0,is cleaning the house 
4,"@AnnaKristiiina i can't stand that old movies coz i hate the old-fashioned clothes and hairstyles n make-up  haha. i'm stupid, i know!"
0,"almost everytime i refresh my page tonight , i have lost a follower ... is something wrong with twitter or am i just a boring loser "
0,5-0 for the Wings? What am I witnessing? 
0,needs funds to go to a internship and get my cert 4 in christian ministry's  
0,@JonathanRhys Stuck indoors with the flu and missing my sister's Parma party tonight. 
4,&quot;Anvil&quot; was just awesome and heart warming and it involved heavy metal 
4,@MaryAliceHale i wear converse more i dont really like flip flops the make that floppy noise (no wonder the call them flip flops hehe) 
0,shall i go to zurich ALL alone or shuld i stay home...paddys not writing back  MEAN PADDY!!i wanna go but not alone...WRITE BACK PADDY!!
4,"@satinephoenix not yet, on set but I think it has your ownership all over..maybe we can content smurf "
0,"@salwaytay ahaha, omg, i know, it is stupidly hot "
4,@RyanGarza your house? 
0,"@foominoo  Sadly, for BA, Its all a bit Ansett   Out of touch with reality and can't real it in.  ompletely forgotten the customer."
0,Doesn't get it. People are crazy. 
4,"good morning! i finally had a good night of sleep, now i'm all rested and ready to hang out in the sun like the past few days "
4,Aw I LOVE the sunday staff! Had such a funny day  havin a bbq with the fam now x
0,@JonathanRKnight ok...am now officially depressed 
4,@furina1975 Nice! I like it 
4,@JoyKnows Aggression training? Ha! I dont need any help there.  unless u mean to control it. I need lots of help in that regard.
4,@mollena thanks! I love happy vibes...   And here some for you too!! 
0,has been flooded with memories most of this past evening and middle of the night. 
0,@KelliHotsauce  i can't go to bed! i already said bye to Nicole but i will only get there if you say why you are sad &lt;/3 
0,"Sadly, there is no pet shop or garden centre in central Wellington so I'm afraid they'll have to do without "
0,must get into scc basketball next term! 
4,"@nmoerke They didn't, but it's too bad the karaoke bar didn't have it. It would have been fun to just stand there lip syncing. "
4,@m_callahan WHAT WHATT!  congrats on graduation [soon]
4,http://twitpic.com/6urut - I believe I am in love. haha. perfect man  Cute ass style &amp; a funny personality.
4,X-Men Origins... 2 thumbs up 
4,@crimsonx76 Thanks for all the music reviews. 
4,@liquidwings and talk to someone - anyone!!! if you have problems with coping. you'll have days that suck but just smile &amp; youll make it 
4,@spiralsofgrace The point is that you did it. That's what counts! Keep up the good work 
4,learned a new song 
4,@souljaboytellem one of your biggest fans in the uk 
0,"@starbucksapron we got an email from Igor, but have to decline our logos "
4,texting mb in OHIO...technology these days 
0,@ddubslove Awww I'm so jealous. Wish I had the oppurtunity to go 
0,@hot_biscuits don't really watch it too much so I don't have a specific team 
4,Lovin me some reno  beautiful weather. w/@christinaluna @tiffanywon @quinallison @gabebondoc @hazeldb PINOY NIGHT here we come
0,"Already missing May's flavor of the month, orange dream, from eegee's "
4,@cazp09 absolutely  99.9% of the time its McFly you cant get much better than that lol xx
4,is still feeling tired but i did have a very late night last night 
0,@CSI_PrintChick no i havent  i want it tho. is it on itunes?
0,tummy ache 
0,@R2E2 sorry your refill experience wasn't a good one  contact us on our website www.bondno9.com to make sure your in our data base!
0,@Robert_Moran But...but...but... it's 100+ degrees and everything is so FAR 
0,@MarahEuqor im gonna destroy the engine of the plane ur into so that ur flight will be posponed! ha! lol! xD dont leave us yet 
4,@knittinghutch aw thanks! It's my first yarn on a wheel. 
4,@SteveSchuitt It would be cool if it was in iPhone app! Just did a search. 
4,Just woke up to more sunshine it's sooo nice. Been sunbathing alot to top my tan up  done a little bit of shopping too. What to do today??
4,@prayagn I think we have it pretty much figured out. @adawada added a box in the Helsinki group where you can see the tweets 
4,"@13uckShot LOL...oh well you know how life can be, I'm good though...nothing I cant handle. "
4,@Ren52 I did a bit.  I think it was the whole of May...must have been a none twittery month for me. 
0,"k, so, been back 3 days and still missing LA "
0,Another one bites the dust   Murray out of Lions tour http://www.rte.ie/sport/rugby/lions/2009/0618/murraye.html #rugby #lions
4,finally i found already david archuleta's account! 
4,@charmainejc good choice of music 
4,"@reaching4amomnt it'll be close, but hopefully they can figure it out  they'll be eating nothing but those cookies for the week tho."
0,@MOTSBand no I haven't ben there but I dare say I tried once! To no avail 
4,"10 minutes left at work! then going to jen flanagans fundraiser, probably out to dinner after--sounds like a good night "
4,Music + School + Raging = Welcome to my life...  Good morning!!
0,my life through my eyes... 4 times a week... 
4,"@yaboyTSTUBB uhmm yea, I'm a pretty smart chick....you gotta come harder than the average with me "
4,"Wooohoooo! I hit 1,000 followers! "
4,@steaminlt24 I love mr. Thomas!!! He really does always hook it up 
4,I think I'm the only person still out here grindin....while the rest of these ngz sleep. More $$$ 4 me 
4,KENDRA PREMIERS TONIGHT  SUPER EXCITED
0,why do i suck at installing stramm?  @ohmyally plzzzz HELPP
0,Kat's &amp; My wake-up call...5:00AM. Goodieeeee. 
0,@project_bleu 
0,My poor snot nosed baby. 
0,Gotta be at this wedding reversal at 7am 
0,@fan4lyf By the way I also missed JONAS.  
0,Ah what happens if another spider comes and bites my butt again 
0,"@niteguardianx someone and someone who isn't a faggot. I'm sorry you're sad, but it will get better.  "
4,@Outsanity  I'm gonna catch up on ur vids now ;)
0,My world feels a little emptier already 
0,"i havent spoken to my father all night, and im grounded for the next 3 weekends that im with him (Y) great. i need a cuddle "
4,@sherryjonas i'm going! 
0,i wish i lived in america  they get all the good stuff
0,i dont get it 
0,I feel like total shit sick!  
0,"After two weeks holiday, im really not looking forward to going back to work on monday "
0,"@tylerbonilla i just finished uploading it on youtube, but its processing  i'll most likely put the video/link on the express though!"
4,@shansgrl  I know. But I think I can take her
0,@VeganMudblood Blaming too many tweets on Oprah &amp; her new followers...its a theory. Poor whale has been popping up all nite  #overload
0,Miss my best pair of jeans. I can't believe how bad the ripped.. Ive been looking all over the net to try and find a pair like them 
4,Happy mothers day  You deserve a treat! Head over to http://redtagcrazy.com #shopping #deals
0,I want to go home. 
0,INTERNET IS RULING MY LIFE 
0,Can't concentrate.  Still working.  
0,god its boring waiting for college :-/ gotta go in for two lessons with hour and a half gap inbetween aswell 
0,@ceggs like my rides (horses that is!) not too energetic!! Don't bounce as well I used to when I fall off 
0,@nananicoleex i wanted to go to the concert to 
4,@stars202 wow! That sounds pretty neat! That would be a big improvement for macro shots and stuff! 
4,Yard sale. Im already burned ! Come  its On Euclid and 21St
4,@Beermans DON'T WORRY DEAR YOU DID FINE.  Oh by the way I have no credit but was mighty chuffed to receive your text!
0,I have a headache... 
0,"New iphone 3G replaces old, water logged iphone.  Have 30 days to get newer iphone rev. Come on Apple!"
4,selling my phone tomoroww ;) will by a iphone 
0,@quiteastretch In Peru people don't do things like that 
4,"@graceywoohoo Ohhh, haha. I just like don't know anybody these days. Thx "
0,one final down. Only four more to go 
4,@peahdotcom oh honey I could talk the knob off a door 
4,Okay Bye na!  ARAL NA E?  Take care Twits!
4,"@sethu_j my thoughts exactly. Fuck 'er girl. Enjoy the long wknd and forget about it. It's sunny  also, watch Jonas. I haven't seen it yet"
4,@anjawood: the Danish blog  hehe
0,"@daverexwood congrats to the A's!! ugh, we still have til the end of june "
4,@917sunny I am doing masters in Korea now. It is fun  I have not been in China since November. I may get a chance to go later this year.
4,@Cursmidgeon learned my new word for the day 
0,"going to finally head to bed ... working again tomorrow  but its ok, only 3 more days of work till Aruba yea yea!! nite y'all!!"
4,Practicing for senior crawl with ri 
4,@ShadesofJaide Thanks for the Cards game updates.  Where I'm at I can't see the game
0,"cold hands. cold, cold hands. "
4,@GemmaCartwright they came by DHL. So quick! I wasn't expecting them until Monday 
4,@TatianaToT extra small righhhtt? &amp;&amp; keep in mind; i'm a FRESHman for a couple more weeks...so i gotta grind out.  i needa come sooooon!
4,"i'm on msn! and aim, so let's chat ^^ send me your screenames/msns "
4,"@mike_tee snap pics and submit for #mobileoffice  @officekami locations. I'm in mamak too, Restoran S.A, Bandar Baru Ampang "
4,omgosh I &lt;3 this photo!!! http://bit.ly/ZWRJC  (it's @julesanne95) 
4,stickam.com/dezyay :] im tired tho 
0,Raining in greece all next week cant believe it  How am i going to get a tan! x
4,@BBy_V: i've seen a car lately whichs license plate said ROFL...  ... anyWHOOO. chatzy??!
0,Headachhhhe  im guessing the only plans I've had all week are going to be canceled... Fabulous.
4,@Rebekah_McFly an adventure camp  omg why's Eoghan performing on a gay programme ?! xxx
0,I want to see Jac 
0,Listening to Wrecking Hotel Rooms by MxPx I love it but it makes me sad 
0,@linuxdynasty not if I have to watch Dragonball Z all day 
0,"Did you tweet back @bernbaby_bern, cuz i didnt get it "
4,Loving az land. It's so hot! Had to leave Cali to get some sun. Not looking forward to going back to the cloudy mist! Only to @uscjgood 
4,Celebrating our fake anniversary via street fair food 
